polity_id,year,gdp_int_usd,est_frac
Tarumanagara,550,580332934.1604046,1.0
Teotihuacan,550,810534110.0839545,1.0
Tuyuhun,550,258517852.07959715,1.0
Vakataka Kingdom,550,17007245333.189743,1.0
Visigothic Kingdom,550,3540083901.779476,0.001129276751239928
Western Wei,550,6223302368.210682,1.0
White Huns,550,4478168210.327505,1.0
Wihtgar,550,2600057.4991526473,1.0
Zapotec Civilization,550,925553142.9066083,1.0
Alodia,600,287646779.45985717,1.0
Anurādhapura,600,622378121.4320737,1.0
Asuka Japan,600,3149966271.1861477,1.0
Avar Khaganate,600,3287525640.0004272,1.0
Baekje,600,286825289.70772904,1.0
Bavarians,600,557855108.2020291,0.8075023544530789
Breton Kingdoms,600,254520685.5368121,0.0
Brythons,600,124919851.54047589,1.0
Chalukya Dynasty,600,6569448395.734049,1.0
Chenla,600,314160897.0181393,1.0
Chámpa,600,118755798.39238209,1.0
Classic Veracruz Culture,600,149424015.25572452,1.0
Duchy of Thuringia,600,526363488.2943506,1.0
Dál Riata,600,16630969.008989066,1.0
Early Lý Dynasty,600,342556023.528266,1.0
Eastern Göktürks,600,1321728300.4533482,1.0
Eastern Roman Empire,600,19572571237.2623,0.32995538500916943
Funan,600,1268950422.5360456,1.0
Ghassanids,600,535150462.6008649,0.5910994460934662
Goguryeo,600,2825445105.8991814,1.0
Himyarite Kingdom,600,1711750359.849717,1.0
Hunnic Empire,600,788084.2098150491,1.0
Hwicce,600,26803730.762147885,1.0
Kalabhra Dynasty,600,5041026675.421351,1.0
Kamarupa Kingdom,600,1551572135.0476506,1.0
Karkota Dynasty,600,562675857.3609833,1.0
Kingdom of Axum,600,1785877199.9078465,1.0
Kingdom of Bernicia,600,22404101.830996785,1.0
Kingdom of Brycheiniog,600,3473560.9303698256,1.0
Kingdom of Deira,600,45776520.11780397,1.0
Kingdom of Dunoting,600,3230458.021349236,1.0
Kingdom of East Anglia,600,28428095.300049145,1.0
Kingdom of Essex,600,18127130.3172844,1.0
Kingdom of Gwent,600,3285506.8327962477,1.0
Kingdom of Gwynedd,600,13344058.152176613,1.0
Kingdom of Italy,600,1895911076.0133312,0.01014830404206288
Kingdom of Kent,600,21556479.00983995,1.0
Kingdom of Lindsey,600,14730986.254673418,1.0
Kingdom of Mercia,600,92668766.11601591,1.0
Kingdom of Morgannwg,600,2209507.7606163477,1.0
Kingdom of Powys,600,16042404.732422708,1.0
Kingdom of Rheged,600,24937670.09450128,1.0
Kingdom of Sussex,600,18711808.47757435,1.0
Kingdom of Wessex,600,79876336.97059794,1.0
Kingdom of the Franks,600,6881273846.528042,0.1988422299541597
Lakhmid Kingdom,600,251239455.02983826,0.5327541847088827
Late Pallava Empire,600,1200922729.7217157,1.0
Maitraka Dynasty,600,3745977522.56738,1.0
Makuria,600,31916952.679653015,1.0
Maukhari Dynasty,600,39002392309.53211,1.0
Mayan City-States,600,1213216559.6140118,1.0
Nobatia,600,37812130.857672915,0.5699437645383768
Pandya Dynasty,600,4534057626.464091,1.0
Protectorate of the Western Regions,600,245029357.5922946,1.0
Pyu City-States,600,667690833.5955642,1.0
Sasanian Empire,600,8385350990.746672,0.38386908247077356
Saxons,600,1083169352.9176276,1.0
Scandinavian minor kingdoms,600,983644821.3662064,1.0
Silla,600,664945033.5034261,1.0
Sui Dynasty,600,55096497646.07235,1.0
Tamna,600,9624030.552627573,1.0
Tarumanagara,600,606740429.3491195,1.0
Teotihuacan,600,845090214.6513816,1.0
Turk Shahis,600,1325105529.253385,1.0
Tuyuhun,600,301397050.5608582,1.0
Visigothic Kingdom,600,3662644837.2948546,0.0010328696378501133
Western Göktürks,600,2381857705.4642696,1.0
Wihtgar,600,2112307.6941504525,1.0
Yenisei Kyrgyz,600,23143626.995314356,1.0
Zapotec Civilization,600,965012940.0890365,1.0
Alodia,650,291266055.491806,1.0
Anurādhapura,650,644204577.0831891,1.0
Asuka Japan,650,3997595384.4680977,1.0
Avar Khaganate,650,2177107618.3516836,1.0
Baekje,650,345738992.58547735,1.0
Bavarians,650,525883581.8668213,0.7987003986902048
Breton Kingdoms,650,262983761.83958942,0.0
Brythons,650,20171823.775146604,1.0
Burgundian Kingdom,650,2411111384.204663,0.0007007978307932326
Byzantine Empire,650,6985349569.563509,0.11692837845328674
Chalukya Dynasty,650,25090327467.810127,1.0
Chenla,650,1658021565.9793103,1.0
Chámpa,650,125495438.13843697,1.0
Classic Veracruz Culture,650,155869374.39586034,1.0
Dabuyid Dynasty,650,660084445.8376766,0.1291771277603954
Duchy of Thuringia,650,515812690.88657534,1.0
Dumnonia,650,47765689.79024967,1.0
Dál Riata,650,5545255.282812468,1.0
Frisia Kingdom,650,781314250.0921378,0.8015782124817523
Goguryeo,650,2739825310.0609684,1.0
Harsha's Empire,650,9903138570.845684,1.0
Hunnic Empire,650,26196.8761172459,1.0
Kamarupa Kingdom,650,1559380253.1030116,1.0
Karkota Dynasty,650,1058503770.76504,1.0
Kashmir,650,853624280.99783,1.0
Khazaria,650,193996847.48304692,1.0
Kingdom of Axum,650,212981649.53984797,1.0
Kingdom of Brycheiniog,650,3526613.288647952,1.0
Kingdom of East Anglia,650,28862283.01900831,1.0
Kingdom of Essex,650,18718545.87426661,1.0
Kingdom of Gwent,650,3544731.525571094,1.0
Kingdom of Gwynedd,650,13547864.496203536,1.0
Kingdom of Italy,650,2941154610.1858606,0.009688887500051601
Kingdom of Kent,650,21885715.22321571,1.0
Kingdom of Lazica,650,82348638.44526741,0.9662507025364523
Kingdom of Mercia,650,149670849.99787897,1.0
Kingdom of Morgannwg,650,2243253.9938577604,1.0
Kingdom of Northumbria,650,126098636.31337796,1.0
Kingdom of Powys,650,16287423.438173924,1.0
Kingdom of Sussex,650,18997597.49561189,1.0
Kingdom of Wessex,650,81096303.49252026,1.0
Kingdom of the Franks,650,807992602.3069997,0.549004146646498
Late Pallava Empire,650,4843245024.077961,1.0
Lavo Kingdom,650,474481114.6317681,1.0
Magna Frisia,650,104586166.72357875,0.9950216338684102
Maitraka Dynasty,650,3639500650.150647,1.0
Makuria,650,32318543.4074324,1.0
Mayan City-States,650,1275761547.0086727,1.0
Nobatia,650,38972873.283795886,0.5682589050637175
Old Great Bulgaria,650,357591675.36263204,1.0
Pandya Dynasty,650,5466350986.875124,1.0
Pyu City-States,650,699072622.0945601,1.0
Rashidun Caliphate,650,24607994605.864777,0.6181128389672182
Samo's Empire,650,2509098298.920936,0.9999120560866477
Saxons,650,1115480931.0476131,1.0
Scandinavian minor kingdoms,650,1029594050.3888872,1.0
Silla,650,797955463.3339312,1.0
Strathclyde,650,19246566.258260343,1.0
Tamna,650,11600799.278196173,1.0
Tang Dynasty,650,52954211384.70066,1.0
Tarumanagara,650,1154418453.8364062,1.0
Teotihuacan,650,881542922.7721969,1.0
Tibetan Empire,650,839249285.1444877,1.0
Turk Shahis,650,1670980951.3963313,1.0
Tuyuhun,650,172367814.362173,1.0
Visigothic Kingdom,650,4547541017.310456,0.0009059797995957198
Western Göktürks,650,1851142148.5302713,1.0
Wihtgar,650,2144569.372246821,1.0
Yenisei Kyrgyz,650,26925995.52333338,1.0
Zapotec Civilization,650,222629575.49159044,1.0
Alodia,700,294846812.28454745,1.0
Anurādhapura,700,665702555.5641214,1.0
Aquitaine,700,1700108811.8030367,0.00035087974323940206
Asuka Japan,700,4869279515.468428,1.0
Avar Khaganate,700,1375761543.8987095,0.999710365536456
Bavarians,700,606853641.046701,0.8051920412824046
Breton Kingdoms,700,273468478.3983773,0.0
Brythons,700,20475277.183402948,1.0
Byzantine Empire,700,8662325371.431574,0.09379348717451992
Carantania,700,581378846.1865001,0.9962136947533048
Chalukya Dynasty,700,22346634625.655907,1.0
Chenla,700,1743502909.998507,1.0
Chámpa,700,132065829.98447773,1.0
Classic Veracruz Culture,700,162439990.4752838,1.0
Cyprus Condominium,700,271080546.3330486,1.0
Dabuyid Dynasty,700,627653633.2632891,0.13187928741020138
Duchy of Thuringia,700,574978549.9746857,1.0
Dumnonia,700,48484249.57572753,1.0
Dál Riata,700,5628674.9395563565,1.0
First Bulgarian Empire,700,753357099.823586,1.0
Frisia Kingdom,700,815932166.0091573,0.8013677043891279
Galuh Kingdom,700,708290067.8652668,1.0
Haripuñjaya,700,237999827.04711145,1.0
Kamarupa Kingdom,700,2952527643.961362,1.0
Karkota Dynasty,700,844365875.7361786,1.0
Kashmir,700,802285826.4494582,1.0
Khadga Dynasty,700,4938409427.377552,1.0
Khazaria,700,630256689.2126936,1.0
Kingdom of Axum,700,235365966.23510444,1.0
Kingdom of Brycheiniog,700,3579665.6469260803,1.0
Kingdom of East Anglia,700,29961919.531715147,1.0
Kingdom of Gwent,700,3598056.4442685083,1.0
Kingdom of Gwynedd,700,13751670.840230463,1.0
Kingdom of Italy,700,3820496023.948013,0.010209569154575177
Kingdom of Lazica,700,78271508.7093839,0.9678662812733766
Kingdom of Mercia,700,185048747.47493917,1.0
Kingdom of Morgannwg,700,2277000.2270991746,1.0
Kingdom of Northumbria,700,113170833.3852495,1.0
Kingdom of Powys,700,16532442.143925145,1.0
Kingdom of Wessex,700,105216336.74701262,1.0
Kingdom of the Franks,700,5207201527.721049,0.19436075725804655
Late Pallava Empire,700,4917293957.802324,1.0
Lavo Kingdom,700,476742224.56833905,1.0
Magna Frisia,700,101701484.13809562,0.9949947592554058
Maitraka Dynasty,700,7757221635.813457,1.0
Makuria,700,73034449.21328549,0.6955801552375505
Mayan City-States,700,1339630816.5135388,1.0
Pandya Dynasty,700,5533991449.139678,1.0
Principality of Iberia,700,86987505.68726587,0.9990827957608518
Pyu City-States,700,731091771.188361,1.0
Saxons,700,1166035252.581028,1.0
Scandinavian minor kingdoms,700,1076475611.6268272,1.0
Srivijaya,700,677962322.2267616,1.0
Strathclyde,700,19536100.620319195,1.0
Sunda Kingdom,700,495568134.8327371,1.0
Tang Dynasty,700,49145411088.309135,1.0
Teotihuacan,700,918704040.5538551,1.0
Tibetan Empire,700,1116235255.3327146,1.0
Turk Shahis,700,2002998575.198759,1.0
Turks,700,1751884155.839492,1.0
Türgesh,700,1325960706.2346556,1.0
Umayyad Caliphate,700,26753188288.521194,0.6822142582793402
Unified Silla,700,1622483334.8711882,1.0
Visigothic Kingdom,700,4619019428.223388,0.0008255295571710588
Volga Bulgaria,700,59885425.83524969,1.0
Yenisei Kyrgyz,700,30811528.62626497,1.0
Zapotec Civilization,700,232014443.6024055,1.0
Abbasid Caliphate,750,6175379710.005431,0.4488541339666046
Alodia,750,296173663.7719563,1.0
Anurādhapura,750,686872058.0918572,1.0
Aquitaine,750,1766411737.2637224,0.0003520127914033538
Avar Khaganate,750,1527797622.3877604,1.0
Balhae,750,1083038710.5843,1.0
Bavarians,750,1217585378.005379,0.8693432178166409
Breton Kingdoms,750,284130934.5310182,0.0
Brythons,750,24892327.048613086,1.0
Byzantine Empire,750,6944962835.055876,0.06595996558230433
Chalukya Dynasty,750,22583553161.148552,1.0
Chámpa,750,133857926.53235205,1.0
Classic Veracruz Culture,750,334058595.27592814,1.0
Cornwall,750,18108338.04141283,1.0
Cyprus Condominium,750,279498720.9971759,1.0
Dabuyid Dynasty,750,576871021.7827315,0.12912745866965783
Duchy of Croatia,750,193243824.15172723,1.0
Dál Riata,750,75354087.07222389,1.0
Emirate of Nekor,750,90377421.43266857,1.0
Fihrids,750,1622066937.3760087,0.6536691312599814
First Bulgarian Empire,750,863269051.6862062,1.0
Galuh Kingdom,750,605718592.4445938,1.0
Georgia,750,15911280.887654997,1.0
Gurjara-Pratihara Dynasty,750,10578027147.487543,1.0
Haripuñjaya,750,239302922.79282668,1.0
Kamarupa Kingdom,750,2696673452.258218,1.0
Kannauj-Varman Dynasty,750,34392151981.31787,1.0
Karkota Dynasty,750,889767420.6439364,1.0
Kashmir,750,231351763.8632664,1.0
Khazaria,750,633267122.3323003,1.0
Kimek-Kipchak confederation,750,692738093.1386144,1.0
Kingdom of Asturias,750,1025748324.0335926,0.0
Kingdom of Axum,750,252480025.581766,1.0
Kingdom of Brycheiniog,750,4298689.445603769,1.0
Kingdom of East Anglia,750,35980172.276486866,1.0
Kingdom of Gwent,750,3443971.6565499655,1.0
Kingdom of Gwynedd,750,11511323.85856727,1.0
Kingdom of Italy,750,4300598975.289318,0.009135556994832027
Kingdom of Kent,750,25224935.560430042,1.0
Kingdom of Lazica,750,76143706.19480774,0.9583319973419614
Kingdom of Mercia,750,302463393.7989451,1.0
Kingdom of Morgannwg,750,2799347.608819404,1.0
Kingdom of Northumbria,750,132190354.36425324,1.0
Kingdom of Powys,750,13730031.77836455,1.0
Kingdom of Sussex,750,23156712.952164296,1.0
Kingdom of the Franks,750,6968943819.130748,0.3392292118828099
Land Chenla,750,347650025.3146896,1.0
Late Pallava Empire,750,4976228452.857875,1.0
Lavo Kingdom,750,480017073.97793835,1.0
Magna Frisia,750,66550335.91253403,1.0
Makuria,750,73904835.03559712,0.6954927571828301
Mataram Kingdom,750,1267813014.4609826,1.0
Mayan City-States,750,1355428753.08665,1.0
Nanzhao,750,380397464.69598675,1.0
Nara Japan,750,2518026080.0475063,0.0
Oghuz Turks,750,49861926.34324988,1.0
Pala Empire,750,6528284654.373117,1.0
Pandya Dynasty,750,5600317152.47056,1.0
Pyu City-States,750,734766786.4490769,1.0
Republic of Venice,750,120997354.85187845,0.23600389235152427
Saxons,750,1219157834.6465118,1.0
Scandinavian minor kingdoms,750,1081912911.9637434,1.0
Srivijaya,750,796375954.5731335,1.0
Strathclyde,750,19049662.470214654,1.0
Sunda Kingdom,750,496956109.8346507,1.0
Tang Dynasty,750,20890405424.69303,1.0
Tibetan Empire,750,616766879.491103,1.0
Turk Shahis,750,1811489271.5956507,1.0
Turks,750,1564580201.7568295,1.0
Umayyad Caliphate,750,24372242950.963642,0.6755108212601533
Unified Silla,750,888441120.8404287,1.0
Uyghur Khaganate,750,760326294.6071463,1.0
Volga Bulgaria,750,60715629.77837584,1.0
Water Chenla,750,1416978859.51687,1.0
Yenisei Kyrgyz,750,36128185.59018439,1.0
Zapotec Civilization,750,232734617.83104664,1.0
Abbasid Caliphate,800,28490083380.51865,0.6627614125743438
Aghlabid Dynasty,800,1613579319.201754,0.6504142098542861
Alodia,800,293764645.3756348,1.0
Anurādhapura,800,707713083.4336964,1.0
Avar Khaganate,800,902811259.0295076,1.0
Balhae,800,1121129134.8786314,1.0
Barghawata Conference,800,235676941.13354588,1.0
Breton Kingdoms,800,294971130.0013419,0.0
Brythons,800,29937220.159882575,1.0
Byzantine Empire,800,6552951685.294363,0.07475806296098088
Chámpa,800,140611300.02228254,1.0
Classic Veracruz Culture,800,347510889.2612259,1.0
Cornwall,800,21778329.5855911,1.0
Cyprus Condominium,800,286440325.5833131,1.0
Duchy of Benevento,800,1082819200.4982882,0.0
Duchy of Croatia,800,179844884.8906054,1.0
Duchy of Gascony,800,177648970.59185752,0.0
Duchy of Naples,800,496573629.785207,0.0
Dál Riata,800,90625994.42126925,1.0
Emirate of Córdoba,800,3396154545.6043205,0.0
Emirate of Nekor,800,55127955.29990556,1.0
First Bulgarian Empire,800,889515849.7777977,1.0
Galuh Kingdom,800,629929813.5907645,1.0
Georgia,800,94239848.96561664,0.9984652480185221
Ghana Empire,800,244961799.7314316,1.0
Gurjara-Pratihara Dynasty,800,13935408538.28375,1.0
Haripuñjaya,800,249495998.912607,1.0
Heian Japan,800,3105998150.3002076,0.0
Idrisids,800,1289326022.358693,1.0
Kamarupa Kingdom,800,1560297551.1583726,1.0
Karkota Dynasty,800,1000788187.1830082,1.0
Kashmir,800,704045335.1411426,1.0
Khazaria,800,664555940.7202083,1.0
Khmer Empire,800,29380043.184841156,1.0
Kimek-Kipchak confederation,800,721122028.9297613,1.0
Kingdom of Asturias,800,1082512361.1715472,0.0
Kingdom of Axum,800,278803698.154274,1.0
Kingdom of Brycheiniog,800,5169898.835794313,1.0
Kingdom of Gwent,800,4141956.591174318,1.0
Kingdom of Gwynedd,800,13844307.758085549,1.0
Kingdom of Mercia,800,445860784.4745524,1.0
Kingdom of Morgannwg,800,3366687.4620242068,1.0
Kingdom of Northumbria,800,158981188.35639566,1.0
Kingdom of Powys,800,16512678.07989318,1.0
Kingdom of the Franks,800,17238293936.468086,0.38855746532059654
Land Chenla,800,360265442.09391534,1.0
Late Pallava Empire,800,5019540867.328757,1.0
Lavo Kingdom,800,500252617.73305553,1.0
Makuria,800,73598243.62702484,0.6975395637588299
Mataram Kingdom,800,1318488856.8925529,1.0
Mayan City-States,800,1421489315.3191128,1.0
Nanzhao,800,1259408168.1147223,1.0
Obotrites,800,122709195.98580159,1.0
Oghuz Turks,800,52262543.01170768,1.0
Pala Empire,800,38830622803.83006,1.0
Pandya Dynasty,800,5665328106.23359,1.0
Papal States,800,844922359.937889,3.093372860002903e-05
Principality of Serbia,800,240900294.8136742,1.0
Pyu City-States,800,765741529.1414633,1.0
Qarlugs,800,366008176.9323411,1.0
Rashtrakuta Dynasty,800,25553074823.801968,1.0
Republic of Venice,800,138688626.44937435,0.2345020169228738
Rustamid dynasty,800,941637385.1352873,0.8851086338668563
Scandinavian minor kingdoms,800,1119958964.8700163,1.0
Srivijaya,800,856257244.2726924,1.0
Strathclyde,800,22910430.880796965,1.0
Sunda Kingdom,800,516819976.5235137,1.0
Tang Dynasty,800,19304707214.15881,1.0
Tibetan Empire,800,1009290884.239149,1.0
Turk Shahis,800,1778152851.71962,1.0
Unified Silla,800,1145767327.643894,1.0
Uyghur Khaganate,800,786690869.6211902,1.0
Viking settlements,800,38060518.9762115,1.0
Volga Bulgaria,800,63795995.5737106,1.0
Water Chenla,800,1462255617.9112558,1.0
Yenisei Kyrgyz,800,6764928.149223663,1.0
Zapotec Civilization,800,242106669.29743406,1.0
Abbasid Caliphate,850,29109767205.154503,0.6686224146503502
Aghlabid Dynasty,850,1642233198.139109,0.6425675426327603
Alodia,850,297519564.17278653,1.0
Anurādhapura,850,728225631.5474904,1.0
Balhae,850,1612848658.9266534,1.0
Barghawata Conference,850,239989430.33527556,1.0
Brythons,850,40401980.220606886,1.0
Byzantine Empire,850,5928356437.632268,0.06902468879173201
Chola Empire,850,553126897.9588448,1.0
Chámpa,850,146574514.81625593,1.0
Classic Veracruz Culture,850,378826382.0116971,1.0
Cornwall,850,29391093.64761364,1.0
County of Aragon,850,17192583.974393953,0.0
Cyprus Condominium,850,270604371.87988555,1.0
Duchy of Benevento,850,701819988.7381437,0.0
Duchy of Croatia,850,184354857.37712446,1.0
Duchy of Naples,850,540359154.1526465,0.0
Dál Riata,850,105463352.3281699,1.0
East Franks,850,5507552005.239376,0.9202139936314468
Emirate of Crete,850,67260161.12140916,0.0
Emirate of Córdoba,850,3268067963.9088564,0.0
Emirate of Nekor,850,56136703.46428722,1.0
Emirate of Sicily,850,311754021.7372689,0.0
First Bulgarian Empire,850,2740984855.7524586,0.9596936130352215
Georgia,850,97570508.19792837,0.9984901070666822
Ghana Empire,850,255048056.47141555,1.0
Great Moravia,850,1177501320.5720925,1.0
Gurjara-Pratihara Dynasty,850,13746445640.40862,1.0
Haripuñjaya,850,260597433.9215283,1.0
Heian Japan,850,3867031793.0007696,0.0
Idrisids,850,1312918505.6998901,1.0
Kamarupa Kingdom,850,1585129205.1417837,1.0
Kara-Khanids,850,472221654.5737468,1.0
Karkota Dynasty,850,1035380283.3921559,1.0
Kashmir,850,696478240.4810007,1.0
Khazaria,850,675948764.051321,1.0
Khmer Empire,850,1985360952.2834508,1.0
Kimek-Kipchak confederation,850,745005801.5094675,1.0
Kingdom of Asturias,850,1395358923.336426,0.0
Kingdom of Axum,850,283659250.80834764,1.0
Kingdom of Brittany,850,320915360.36001295,0.0
Kingdom of Brycheiniog,850,6977072.352964694,1.0
Kingdom of East Anglia,850,58398325.12509543,1.0
Kingdom of Gwent,850,6416357.567114134,1.0
Kingdom of Gwynedd,850,18683680.195414096,1.0
Kingdom of Mercia,850,377865437.5391514,1.0
Kingdom of Morgannwg,850,4543536.125004975,1.0
Kingdom of Northumbria,850,214554150.6831775,1.0
Kingdom of Pamplona,850,178398287.58891702,0.0
Kingdom of Powys,850,22284797.63905581,1.0
Kingdom of Wessex,850,310373934.3989192,1.0
Kingdom of the Iberians,850,95690872.16954377,0.03162607257172548
Later Mayan City-States,850,714289485.6614513,1.0
Lavo Kingdom,850,507380355.1737478,1.0
Magyars,850,1014378442.2040784,1.0
Makuria,850,74849191.35234442,0.6997031849263708
Mataram Kingdom,850,1370049294.6521764,1.0
Middle Franks,850,8005051687.029796,0.11100308135588155
Nanzhao,850,3037699178.065937,1.0
Obotrites,850,163860644.78645685,1.0
Oghuz Turks,850,53612351.719121724,1.0
Pagan Kingdom,850,41825395.3756642,1.0
Pala Empire,850,37424576349.04819,1.0
Pandya Dynasty,850,5444030185.579772,1.0
Papal States,850,907137153.4059215,2.9359170646039174e-05
Principality of Capua,850,20278979.00732545,0.0
Principality of Salerno,850,397940978.35857785,0.0
Principality of Serbia,850,345192695.55739594,1.0
Puebloans - Chaco Regional System,850,6310766.075103546,1.0
Pyu City-States,850,756687903.3713963,1.0
Rashtrakuta Dynasty,850,26011428583.322346,1.0
Republic of Venice,850,149498752.52029696,0.23306551070896572
Rustamid dynasty,850,958401956.8103698,0.8838649979835064
Scandinavian minor kingdoms,850,1180251277.99886,1.0
Srivijaya,850,890445145.7277946,1.0
Strathclyde,850,30854014.236473676,1.0
Sunda Kingdom,850,860849095.0253242,1.0
Tang Dynasty,850,22286249470.499775,1.0
Tibetans,850,396607228.9724008,1.0
Turk Shahis,850,1756992985.9770231,1.0
Unified Silla,850,1349137436.5169063,1.0
Viking settlements,850,418184814.7169426,0.9368712244230839
Volga Bulgaria,850,66935725.99979482,1.0
West Franks,850,5005681444.300939,0.0021093322087776885
Yenisei Kyrgyz,850,45602221.62308866,1.0
Zapotec Civilization,850,263923797.9905321,1.0
Abbasid Caliphate,900,10204142654.01919,0.4651627116965328
Aghlabid Dynasty,900,1612691223.7303169,0.6447498783715451
Alodia,900,300715688.8030346,1.0
Anurādhapura,900,748409702.4759388,1.0
Bagratid Armenia,900,360563107.8358488,0.48404542626275676
Balhae,900,1864528811.8838916,1.0
Barghawata Conference,900,243787692.24130216,1.0
Brythons,900,96411554.40293226,1.0
Byzantine Empire,900,6095557758.697895,0.06691646913530509
Chandra Dynasty,900,881054625.5116224,1.0
Chola Empire,900,5121278117.5245,1.0
Chámpa,900,239305969.99128655,1.0
Classic Veracruz Culture,900,410831190.44833505,1.0
Cornwall,900,37192462.611039005,1.0
County of Aragon,900,18454517.580943923,0.0
County of Barcelona,900,170907881.26873365,0.0
County of Berga,900,44699788.64671561,0.0
County of Besalú,900,36418158.7995231,0.0
County of Pallars,900,17140576.577868327,0.0039675016826020894
County of Ribagorza,900,213047048.31730244,0.0
County of Rosellón,900,45501240.955513194,0.0
County of Urgell,900,19027371.262725323,0.14745589285758576
Cyprus Condominium,900,254492875.89252245,1.0
Danelaw,900,446175379.23208517,1.0
Duchy of Benevento,900,356279278.22686404,0.0
Duchy of Bohemia,900,692221507.7780439,1.0
Duchy of Croatia,900,188706928.3378769,1.0
Duchy of Naples,900,585644640.1585655,0.0
East Franks,900,7712100899.979067,0.8312963360044512
Emirate of Crete,900,69431731.6702566,0.0
Emirate of Córdoba,900,3360223776.8098607,0.0
Emirate of Nekor,900,57025167.0658081,1.0
Emirate of Sicily,900,974065354.3857987,0.006456643179063982
First Bulgarian Empire,900,2310468185.7059736,0.9551807167167505
Galuh Kingdom,900,679620145.4868625,1.0
Ganzhou Kingdom,900,158349902.12566936,1.0
Georgia,900,359112382.0453696,0.9995155212521757
Ghana Empire,900,265311705.7676711,1.0
Giudicato of Arborea,900,37825194.76032699,0.0
Giudicato of Cagliari,900,157331288.77613094,0.0
Giudicato of Gallura,900,35341637.537816755,0.0
Giudicato of Logudoro,900,78315438.41031785,0.0
Great Moravia,900,426636567.7160998,1.0
Gurjara-Pratihara Dynasty,900,16812292720.675575,1.0
Haripuñjaya,900,271900865.5674603,1.0
Heian Japan,900,4565721707.208135,0.0
Hubaekje,900,279461260.794326,1.0
Idrisids,900,1333697787.9772494,1.0
Kamarupa Kingdom,900,1633042272.1017075,1.0
Kara-Khanids,900,350861925.9051746,1.0
Kashmir,900,1412587117.7402666,1.0
Khazaria,900,727798768.664233,1.0
Khmer Empire,900,1981494753.900253,1.0
Kievan Rus',900,1576420285.0291169,1.0
Kimek-Kipchak confederation,900,764028105.1000117,1.0
Kingdom of Alba,900,133224712.68447472,1.0
Kingdom of Asturias,900,1503645752.4020243,0.0
Kingdom of Axum,900,288546234.4802626,1.0
Kingdom of Brittany,900,681051115.8046482,0.0
Kingdom of Brycheiniog,900,8829018.278735373,1.0
Kingdom of Gwent,900,7574678.22241491,1.0
Kingdom of Gwynedd,900,23634790.758448455,1.0
Kingdom of Khotan,900,79084516.74989532,1.0
Kingdom of Lower Burgundy,900,3044761491.9681206,0.01451103411827506
Kingdom of Mercia,900,333681.88020635274,1.0
Kingdom of Morgannwg,900,5749541.008313343,1.0
Kingdom of Northumbria,900,77614954.45691168,1.0
Kingdom of Seisyllwg,900,34449141.791322425,1.0
Kingdom of Wessex,900,618031435.1996378,1.0
Kingdom of the Iberians,900,101042096.13155892,0.031948807149782266
Later Mayan City-States,900,774715818.5225825,1.0
Lavo Kingdom,900,527798366.221445,1.0
Magyars,900,506657321.3607694,1.0
Makuria,900,75912209.84925884,0.7019939146306372
Mataram Kingdom,900,1422494328.6864033,1.0
Nanzhao,900,869091478.0952497,1.0
Nitra,900,288213691.05508405,1.0
Obotrites,900,170567907.32048324,1.0
Oghuz Turks,900,54979365.685498744,1.0
Old Kingdom of Norway,900,285215030.47242665,1.0
Pagan Kingdom,900,194100077.97111157,1.0
Pala Empire,900,26746181808.733288,1.0
Pandya Dynasty,900,5148921338.014237,1.0
Papal States,900,983170031.2120225,2.913368516834772e-05
Principality of Hungary,900,1067080719.6142454,1.0
Principality of Salerno,900,429959446.72213966,0.0
Principality of Serbia,900,371170987.7811596,1.0
Puebloans - Chaco Regional System,900,6767966.296104855,1.0
Pyu City-States,900,644326259.0529722,1.0
Qarmatians,900,271231020.13576734,1.0
Qocho Kingdom,900,121250485.78293997,1.0
Rashtrakuta Dynasty,900,23779038710.217102,1.0
Republic of Venice,900,164165376.0067386,0.23147325777398162
Rustamid dynasty,900,973312777.7112238,0.8825604224204295
Sajid Dynasty,900,276761647.969707,0.5045855149106494
Samanid Empire,900,5796836189.824368,0.7434486671232511
Scandinavian minor kingdoms,900,1018577744.9933139,1.0
Shirvan,900,143937762.89362714,0.9991415276403517
Sind-Habbari Dynasty,900,1988385827.050805,1.0
Srivijaya,900,925225625.0424378,1.0
Strathclyde,900,39133390.463045575,1.0
Sunda Kingdom,900,557587939.967996,1.0
Tang Dynasty,900,28618580001.25724,1.0
Tibetans,900,466008482.5438868,1.0
Toltec,900,562913424.9416531,1.0
Tulunids,900,8274433352.472037,0.33573421505429674
Unified Silla,900,1288547419.9338923,1.0
Upper Burgundy,900,528686357.45712376,0.0
Viking settlements,900,254504502.91971725,1.0
Volga Bulgaria,900,70134855.489162,1.0
West Franks,900,4710582855.270487,0.0013429785294429124
Yenisei Kyrgyz,900,47780567.40709028,1.0
Zaydi Alid dynasties,900,374146113.2642609,0.0
Ziyadid dynasty,900,3324178402.979442,1.0
Abbasid Caliphate,950,8927043779.192904,0.5584719762627496
Abbasid Caliphate/Buyid Dynasty,950,2783140646.26026,0.025985752894780917
Alodia,950,303353019.4390233,1.0
Anurādhapura,950,768265296.8364642,1.0
Bagratid Armenia,950,296967711.7729034,0.7487932595432194
Barghawata Conference,950,247071726.6726945,1.0
Brythons,950,49627017.95951977,1.0
Byzantine Empire,950,6606902865.17115,0.03791557039441705
