polity_id,year,gdp_int_usd,est_frac
Gorkha Kingdom,1750,3910979641.519226,0.9615106090399936
Greenland,1750,532617.3466498427,1.0
Habsburg Monarchy,1750,28428554882.78891,0.7870896512345359
Haudenosaunee,1750,240720208.12030342,0.03122796430764606
Holy Roman Empire Minor States,1750,18119004556.25766,0.04900330280576848
Hyderabad State,1750,16599293147.93265,0.0
Jesuit Reducciones,1750,227060785.56655478,1.0
Joseon,1750,8921616576.157827,0.9955963390539339
Kalmyk Khanate,1750,573318692.2295151,1.0
Karamanli Dynasty,1750,342810656.91448295,0.9126773941060828
Kathmandu,1750,31010094.471090607,1.0
Kazakh Khanate,1750,2883395406.031353,1.0
Khanate of Bukhara,1750,1992323560.4182053,0.9996869949404038
Khanate of Khiva,1750,648054937.5100974,1.0
Khanate of Kokand,1750,1996109551.2544484,1.0
Khanates of the Caucasus,1750,1358529777.8848784,0.995942785081296
Khmer Empire,1750,3223156874.4088535,1.0
Kingdom of Bhutan,1750,536426540.0436973,0.9512342791817476
Kingdom of Champasak,1750,137535613.3909751,1.0
Kingdom of France,1750,39793635513.112854,0.019054417460390414
Kingdom of Georgia,1750,554457387.4704602,0.9991912690641013
Kingdom of Great Britain,1750,32251436439.149414,0.16984239962538886
Kingdom of Imereti,1750,124517197.07058567,1.0
Kingdom of Kakheti,1750,398806095.9423605,1.0
Kingdom of Luang Phrabang,1750,803853494.1073229,0.9962096965970759
Kingdom of Lunda,1750,720303101.2341499,1.0
Kingdom of Mrauk U,1750,908771614.5218219,0.9995103556888719
Kingdom of Mysore,1750,7637182287.705711,0.0
Kingdom of Portugal,1750,5795729175.564435,0.0
Kingdom of Prussia,1750,6497121995.559936,0.08715945072648298
Kingdom of Sardinia,1750,6053469237.859535,0.0
Kingdom of Spain,1750,25284683669.557693,0.0003450131872633483
Konbaung Dynasty,1750,3441840370.368462,1.0
Lan Na,1750,313529055.3858536,1.0
Maratha Empire,1750,27448849214.915863,0.0
Morocco,1750,1813023645.3383,1.0
Mughal Empire,1750,27936952728.46867,0.2462478059513657
Nawab of Awadh,1750,18012415604.56263,0.00491447572959773
Nawabs of Bengal,1750,55076476417.53741,0.3272656945466252
New France,1750,1252618683.3475952,0.5334415177502347
New Netherland,1750,145107229.5479655,0.9807276448865275
Nguyễn lords,1750,1597317730.8234105,1.0
Ottoman Empire,1750,29344387033.22064,0.470002202661867
Oyo Empire,1750,5424611802.7956705,1.0
Papal States,1750,7156006652.619379,0.001199796703936059
Polish-Lithuanian Commonwealth,1750,12470260794.134853,0.6819915492850084
Portuguese Colonies,1750,768054767.740443,0.8285446981433457
Portuguese Empire,1750,1303384661.8218699,0.9994115584881563
Principality of Abkhazia,1750,76863529.02415434,1.0
Principality of Guria,1750,71139486.28773461,0.9814677709181201
Principality of Liechtenstein,1750,10452962.864091031,0.6197603396653577
Principality of Mingrelia,1750,94258127.63098545,1.0
Principality of Moldavia,1750,1386464583.356201,1.0
Principality of Monaco,1750,24693493.30264163,0.0
Principality of Svaneti,1750,12375746.796804493,1.0
Principality of Wallachia,1750,1595384082.6921983,1.0
Qasimids,1750,3293057324.225087,1.0
Qing Dynasty,1750,189469999751.5295,0.29732623773690253
Regency of Algiers,1750,1295626465.5371053,0.9953418093829678
Republic of Genoa,1750,1003106057.927542,0.0
Republic of Ragusa,1750,28248613.472915884,1.0
Republic of Venice,1750,5636082607.166453,0.16805939461018304
Russian Empire,1750,17408299833.717377,0.9988153996837202
Sloboda Ukraine,1750,1052811447.6126057,1.0
Spanish Empire,1750,16876483930.798399,0.5670752716187989
Sultan of Yogyakarta,1750,352026222.6031889,1.0
Sultanate of Aceh,1750,201791958.76839447,1.0
Sultanate of Banjar,1750,133379754.45765592,1.0
Sultanate of Banten,1750,893518177.6808587,1.0
Sultanate of Bima,1750,78450972.00766921,1.0
Sultanate of Bone,1750,77068454.57847597,1.0
Sultanate of Brunei,1750,114407000.54154462,1.0
Sultanate of Darfur,1750,415095620.3289396,1.0
Sultanate of Jambi,1750,95963351.2959622,1.0
Sultanate of Johor,1750,562570654.1223,1.0
Sultanate of Kedah,1750,227553030.43993467,1.0
Sultanate of Kutai Kartanegara,1750,11101563.555922411,1.0
Sultanate of Maguindanao,1750,1610372.2837515795,1.0
Sultanate of Malacca,1750,1341998890.4958735,1.0
Sultanate of Mempawah,1750,11247271.632799383,1.0
Sultanate of Oman,1750,1677921980.248351,1.0
Sultanate of Palembang,1750,479999993.780542,1.0
Sultanate of Perak,1750,229219521.22031912,1.0
Sultanate of Sambas,1750,13898404.78131036,1.0
Sultanate of Selangor,1750,119485639.71394823,1.0
Sultanate of Sukadana,1750,21390171.43766501,1.0
Sultanate of Sulu,1750,109220880.77381021,1.0
Sultanate of Terengganu,1750,63763445.654333696,1.0
Surakarta Sunanate,1750,296128495.43426764,1.0
Swedish Empire,1750,3749070800.470625,0.010947193663679317
Swiss Confederation,1750,3374003708.544284,0.005503387479005311
Thanjavur Maratha Kingdom,1750,2180471184.0336914,0.0
Tibet,1750,844357909.7939764,0.0013400909791182751
Tokugawa Shogunate,1750,26751600898.056767,0.0
Trịnh lords,1750,3199148785.8052673,0.9915919806159479
Vientiane,1750,1290027730.3098648,1.0
Wadai Empire,1750,569048433.2249688,1.0
Zand Dynasty,1750,738440395.3607416,0.0
Zaporozhian Cossacks,1750,1702386558.78725,1.0
Đại Việt,1750,53040204.062591836,1.0
Ashanti Empire,1800,2794519911.2151227,1.0
Bali,1800,383075575.0176167,1.0
Bamana Empire,1800,414990483.8209336,1.0
Batavian Republic,1800,10409010587.747185,0.6693098456883371
Beylik of Tunis,1800,628021385.5914083,0.00727392135434054
Bornu Empire,1800,2533051009.238287,1.0
British Cape Colony,1800,502567394.72064584,0.036645338782685555
British Ceylon,1800,442740496.3142704,1.0
British Colonial Empire,1800,3922459086.278728,0.9952083396000075
British Empire,1800,100823203669.60832,0.20295724445773275
Cambodia,1800,2730735042.275323,1.0
Carnatic Sultanate,1800,15330853844.138662,0.0
Chiangmai,1800,384703424.95134616,0.9973567748201254
Cispadane Republic,1800,1079197039.1379538,0.0
County of Urgell,1800,3443396.271090425,0.84455161673507
Danish India,1800,69993682.32413532,0.8480280976536103
Denmark-Norway,1800,5198555386.656739,0.9763525223497899
Duchy of Bavaria,1800,3810403936.842453,0.006486180712121412
Durrani Empire,1800,17468291826.225822,0.9191251613467399
Dutch East Indies,1800,5504662869.686734,1.0
Electorate of Hanover,1800,2699391460.450836,0.0
Electorate of Saxony,1800,4028061262.3656554,0.003440870059006492
Emirate of Bukhara,1800,2399281536.5021834,0.9988838119465872
Emirate of Diriyah,1800,2253772458.359699,1.0
Ethiopian Empire,1800,1818533769.7595644,1.0
French Consulate,1800,63879663538.672745,0.011327894398265809
French India,1800,451723307.2713958,0.4506157399371599
French Louisiana,1800,339547753.4609557,0.002549828684135176
Funj Sultanate,1800,2220829612.501853,1.0
Grand Duchy of Tuscany,1800,120932212.04040636,0.0
Greenland,1800,7881711.99881575,1.0
Habsburg Monarchy,1800,35617278631.35437,0.7025954676069438
Haiti,1800,290423350.2144331,1.0
Helvetic Republic,1800,1906891603.2847762,0.004862316486490801
Holy Roman Empire Minor States,1800,15007422975.079628,0.06796842481364591
Joseon,1800,13616781833.065605,0.9965453839435685
Karamanli Dynasty,1800,332131687.091709,1.0
Kazakh Khanate,1800,2782076190.829073,1.0
Kelantan,1800,69813371.47021991,1.0
Khanate of Khiva,1800,1050861567.4358972,0.9998031539506039
Khanate of Kokand,1800,2443621469.8064733,1.0
Khmer Empire,1800,2475536474.8117065,1.0
Kingdom of Bhutan,1800,257815063.22877955,0.9541138652723313
Kingdom of Champasak,1800,137762501.35144818,1.0
Kingdom of Georgia,1800,1362907577.2012377,0.9995206056272283
Kingdom of Great Britain,1800,52821203686.19531,0.14578265753577235
Kingdom of Hawaï'i,1800,251196836.63728082,0.0
Kingdom of Imereti,1800,203055786.12617585,1.0
Kingdom of Luang Phrabang,1800,795964282.3282888,0.9972648104426791
Kingdom of Lunda,1800,699175233.0776299,1.0
Kingdom of Naples (Napoleonic),1800,15277810732.124115,0.0
Kingdom of Portugal,1800,4314825112.646942,0.0
Kingdom of Prussia,1800,11251681142.546356,0.0763281159305178
Kingdom of Sardinia,1800,5479750395.683516,0.0
Kingdom of Spain,1800,17692774614.287357,0.0006614371141321002
Konbaung Dynasty,1800,9543519799.864342,0.993257079975369
Kuwait,1800,208830393.51549354,1.0
Maratha Empire,1800,62069546991.8423,0.0
Merina Kingdom,1800,631976653.2756703,1.0
Morocco,1800,2108222956.568211,1.0
Mughal Empire,1800,17518654947.867367,0.027872261169046317
Nawab of Awadh,1800,20573101402.387363,0.002729537899061456
Negeri Sembilan,1800,65564711.02990119,1.0
Nepal,1800,5702798543.717362,0.7945335309400436
New Netherland,1800,2096140.0687264109,1.0
Nguyễn dynasty,1800,1180678651.537196,1.0
Ottoman Empire,1800,26679855727.795338,0.4208907245472545
Oyo Empire,1800,6846911090.204504,1.0
Papal States,1800,7271751422.468698,0.0012794433622110085
Pontianak Kadriyah Sultanate,1800,24425277.40765707,1.0
Portuguese Colonies,1800,822960454.0407498,0.8298301893550473
Portuguese Empire,1800,3203347873.961019,0.019951519193357827
Principality of Abkhazia,1800,207407919.36183208,1.0
Principality of Guria,1800,100550005.10096917,0.9805396615638333
Principality of Liechtenstein,1800,12674370.81070996,0.6277773528625544
Principality of Mingrelia,1800,147062825.0510857,1.0
Principality of Moldavia,1800,1462371544.5656054,1.0
Principality of Svaneti,1800,10907198.861060716,1.0
Principality of Wallachia,1800,1884634735.5426025,1.0
Qajar Dynasty,1800,7071931483.0216675,0.12758165344793
Qasimids,1800,3624903157.344909,1.0
Qing Dynasty,1800,287212099118.7341,0.28382495992429113
Rattanakosin Kingdom,1800,4112252771.9759965,1.0
Regency of Algiers,1800,1507010935.4027357,0.9953566658875358
Republic of Ragusa,1800,29491367.4195412,1.0
Russian Empire,1800,32374750536.360645,0.9940622435482714
Septinsular Republic,1800,128196918.70304294,0.0
Sikh Confederacy,1800,544628323.2787858,0.42309425665012007
Sikh Empire,1800,4714382262.989059,0.7487493763862842
Spanish Empire,1800,21541426718.187263,0.23458310041672584
Sultan of Yogyakarta,1800,422501843.23334897,1.0
Sultanate of Aceh,1800,237863173.32127488,1.0
Sultanate of Banjar,1800,165435388.44682,1.0
Sultanate of Banten,1800,986140129.38788,1.0
Sultanate of Bima,1800,86422549.04401504,1.0
Sultanate of Bone,1800,94923997.69998522,1.0
Sultanate of Brunei,1800,133547559.86171636,1.0
Sultanate of Darfur,1800,436879095.0151837,1.0
Sultanate of Jambi,1800,116547904.38561217,1.0
Sultanate of Johor,1800,650273026.0517799,1.0
Sultanate of Kedah,1800,126694939.03756264,1.0
Sultanate of Kutai Kartanegara,1800,18900488.46160971,1.0
Sultanate of Maguindanao,1800,2145815.2329112766,1.0
Sultanate of Malacca,1800,1537548570.8488488,1.0
Sultanate of Mempawah,1800,16148716.47974993,1.0
Sultanate of Oman,1800,1834651706.4279416,1.0
Sultanate of Palembang,1800,571686394.6132598,1.0
Sultanate of Perak,1800,245686434.56129095,1.0
Sultanate of Sambas,1800,20860969.941039473,1.0
Sultanate of Selangor,1800,130221342.3197725,1.0
Sultanate of Sukadana,1800,26158113.983461436,1.0
Sultanate of Sulu,1800,122002426.69671541,1.0
Sultanate of Terengganu,1800,70376093.71306725,1.0
Surakarta Sunanate,1800,352784571.7184499,1.0
Swedish Empire,1800,4443153815.286623,0.01297620519780891
Tokugawa Shogunate,1800,36352913922.39857,0.0
Tây Sơn dynasty,1800,5029134677.675207,0.995043492691026
United States of America,1800,13284921091.437319,0.0009588470393417664
Vientiane,1800,1323867088.154876,1.0
Wadai Empire,1800,571478160.9974613,1.0
Đại Việt,1800,67503178.29806158,1.0
Argentine Confederation,1850,1987506453.6385717,0.0006220888260678871
Ashanti Empire,1850,3180113915.8227835,1.0
Austrian Empire,1850,41956553043.96408,0.3738695092855915
Bali,1850,141160321.1163635,0.0
Beylik of Tunis,1850,922741227.8947614,0.005366915849660109
Bolivia,1850,1737796890.4388814,0.16119276150096024
Bornu Empire,1850,1218462722.568181,1.0
British Cape Colony,1850,549235575.4599876,0.1546385941326544
British Colonial Empire,1850,11196299904.014223,0.08045596551319485
British Empire,1850,246533702698.53882,0.2058067248354029
Burma,1850,5287450603.306668,0.002070408886306484
Caucasian Imamate,1850,367992287.5411366,1.0
Chiangmai,1850,321073727.48742735,0.18680218104942925
Danish India,1850,64366104.92337715,1.0
Denmark-Norway,1850,3773835329.848629,0.6951395922107843
Dominican Republic,1850,182151457.21649727,1.0
Duchy of Anhalt,1850,720073498.188151,0.0
Duchy of Brunswick,1850,1086821490.59375,0.0
Duchy of Holstein,1850,2945201066.9485044,0.0
Duchy of Mecklenburg,1850,1258098653.0079727,0.0
Duchy of Modena and Reggio,1850,1479720121.6759708,0.0
Duchy of Nassau,1850,1788362386.043457,0.0
Duchy of Oldenburg,1850,758021116.1511841,0.0
Duchy of Parma and Piacenza,1850,919029073.1125714,0.0
Duchy of Warsaw,1850,6499934640.26226,0.0032860978802456958
Dutch East Indies,1850,8390481564.138593,0.0008069474750763037
Electorate of Hesse,1850,2992161830.265625,0.0
Emirate of Afghanistan,1850,3686237154.6221633,0.999047806401627
Emirate of Bukhara,1850,2929562551.212219,0.9980933329045762
Emirate of Nejd,1850,467908184.83013713,0.0073801945297901
Empire of Brazil,1850,6978132674.283919,0.001121130745664819
Empire of Haiti,1850,825837386.3251215,1.0
Ethiopian Empire,1850,4018399378.937465,1.0
Federated Republic of Mexico,1850,10613800744.582043,0.001930096084617736
First Hellenic Republic,1850,2548175550.653144,0.0
Free City of Bremen,1850,130138321.0107422,0.0
Free City of Frankfurt,1850,78486675.32421875,0.0
Free City of Hamburg,1850,414506917.0175781,0.0
Free City of Lübeck,1850,338968595.83410645,0.0
French Africa,1850,3253153449.099482,0.09659319182633577
French Second Republic,1850,91421850377.78262,0.002395525335431934
German Confederation,1850,26500732791.312084,0.04718200705157728
Grand Duchy of Hesse,1850,3052681900.2280273,0.0
Grand Duchy of Saxe-Weimar-Eisenach,1850,1184506816.5888672,0.0
Greenland,1850,16562308.344643788,1.0
Guatemala,1850,890026069.3057116,0.9984866427334873
Honduras,1850,348981367.5142951,1.0
House of Khalifa,1850,86010744.64835177,1.0
Hungarian Nationalists,1850,11247728561.40416,0.9583827159928084
Imamate of Yemen,1850,3386941740.666169,0.9780112987149363
Joseon,1850,11036945430.61466,0.0002526914020574185
Kashmir and Jammu,1850,2580086137.7870326,0.28237547304985827
Kedah-Perlis District,1850,11658995.608264621,0.0
Kelantan,1850,63048517.39759663,0.0
Khanate of Khiva,1850,1714461616.0649955,0.9992356862042833
Khanate of Kokand,1850,5726023816.224589,0.9986569784797678
Khmer Empire,1850,1517933121.4832697,0.9734220854123861
Kingdom of Bavaria,1850,11215495455.154436,0.0003390642666499832
Kingdom of Belgium,1850,12723666225.458214,0.0025993056638900997
Kingdom of Bhutan,1850,60475950.22507034,0.9491507456779679
Kingdom of Champasak,1850,105176038.1170597,0.9604223405550708
Kingdom of Great Britain,1850,113023510888.76633,0.0049048795291744265
Kingdom of Hanover,1850,6534833246.353221,0.0
Kingdom of Hawaï'i,1850,473254087.13196826,0.0
Kingdom of Luang Phrabang,1850,676056624.4820929,0.7425575634191518
Kingdom of Lunda,1850,750517602.2224185,1.0
Kingdom of Monaco,1850,122939057.54492188,0.0
Kingdom of Portugal,1850,7181775824.220252,0.4777919038010074
Kingdom of Sarawak,1850,18890707.21833843,0.0
Kingdom of Sardinia,1850,10436762820.261786,0.0
Kingdom of Spain,1850,23824708099.289333,0.0003206026012898594
Kingdom of Württemberg,1850,3568656553.3067627,0.0
Kingdom of the Two Sicilies,1850,21541892744.265305,0.0
Kuwait,1850,200425716.7047693,1.0
Massina Empire,1850,777702369.6938106,1.0
Merina Kingdom,1850,1878635808.0197847,1.0
Morocco,1850,3401445085.278778,0.0
Mughal Empire,1850,2670958587.165779,0.03916762255149813
Muhammad Ali dynasty,1850,8739064907.65685,0.5985505655507792
Napoleonic Batavia Republic,1850,268701662.8865208,0.02713661870859678
Natalia Republic,1850,92877481.58600998,0.03989018888201439
Negeri Sembilan,1850,51864931.20706558,0.0
Nepal,1850,2970045371.9402857,0.0
Netherlands,1850,11504318491.035742,0.0439436087521769
Netherlands Antilles,1850,128187678.07208672,0.993382296537639
Nguyễn dynasty,1850,7148918285.976447,0.0038032887801374743
Omani Slave Coast,1850,2632756440.955228,1.0
Oriental Republic of Uruguay,1850,338606999.84198457,0.0
Ottoman Empire,1850,26063541919.493523,0.1756056091593916
Ottoman Tripolitania,1850,581029609.5660644,0.9985884127737428
