year,polity_id,country_iso,population
900,Danelaw,GBR,325598.3352165222
900,Obotrites,DEU,109418.25492078066
900,Republic of Venice,HRV,24070.134703890766
900,Republic of Venice,ITA,52505.66312904407
900,Republic of Venice,SVN,171.17540696384006
900,County of Pallars,AND,43.38266667362316
900,County of Pallars,ESP,12459.11436315728
900,County of Pallars,FRA,551.113455245999
900,Qocho Kingdom,CHN,141461.38875267655
900,Georgia,ARM,483.33429641341104
900,Georgia,AZE,41746.75818418861
900,Georgia,GEO,193202.0745757014
900,Georgia,RUS,12086.441283274236
900,Georgia,TUR,222.79349502946914
900,Viking settlements,DEU,17320.57426080861
900,Viking settlements,FRO,3760.802081174343
900,Viking settlements,GBR,39933.81148140406
900,Viking settlements,IMN,2101.2148380183867
900,Viking settlements,IRL,30379.117853415468
900,Viking settlements,ISL,75726.61662026588
900,Viking settlements,POL,14120.51764934494
900,Unified Silla,KOR,963347.7422081408
900,Unified Silla,PRK,539984.0285514414
900,Hubaekje,KOR,326043.87355041504
900,Kimek-Kipchak confederation,CHN,257.65281777087654
900,Kimek-Kipchak confederation,KAZ,534212.0544906968
900,Kimek-Kipchak confederation,RUS,23179.467020932458
900,Khazaria,AZE,126.66525110004223
900,Khazaria,GEO,248.63516129063163
900,Khazaria,KAZ,69301.39670514491
900,Khazaria,RUS,382613.4653635876
900,Khazaria,UKR,78801.02638931423
900,Galuh Kingdom,IDN,495955.6224975586
900,Ganzhou Kingdom,CHN,184744.8026199937
900,Kingdom of Brittany,FRA,561665.7459602356
900,Kara-Khanids,CHN,36603.812648465246
900,Kara-Khanids,KAZ,190046.0505093583
900,Kara-Khanids,KGZ,43101.484202474545
900,County of Rosellón,ESP,7305.634149796848
900,County of Rosellón,FRA,29592.255880110377
900,Sunda Kingdom,IDN,406902.1139240265
900,Byzantine Empire,ALB,136111.0524238401
900,Byzantine Empire,BGR,91402.10331037888
900,Byzantine Empire,BIH,1322.2745533650777
900,Byzantine Empire,GRC,929810.5718157571
900,Byzantine Empire,HRV,12733.963718522467
900,Byzantine Empire,ITA,268982.4892630821
900,Byzantine Empire,RUS,34477.43028632945
900,Byzantine Empire,TUR,4784496.851473951
900,Bagratid Armenia,ARM,94204.24794890136
900,Bagratid Armenia,AZE,25391.055431867495
900,Bagratid Armenia,GEO,418.12118478582283
900,Bagratid Armenia,IRN,38685.64633309406
900,Bagratid Armenia,TUR,188792.58457725082
900,Sajid Dynasty,ARM,10957.824907189128
