polity_id,year,cultural_figures
Philistia,-850,2
Philistia,-800,2
Philistia,-750,2
Polish-Lithuanian Commonwealth,1600,4
Polish-Lithuanian Commonwealth,1650,7
Polish-Lithuanian Commonwealth,1700,11
Polish-Lithuanian Commonwealth,1750,14
Portugal,2000,23
Portugal,2015,23
Portuguese Empire,1800,1
Principality of Bulgaria,1900,7
Principality of Hohenzollern-Sigmaringen,1850,1
Principality of Hungary,950,1
Principality of Moldavia,1400,1
Principality of Moldavia,1450,1
Principality of Moldavia,1500,1
Principality of Moldavia,1550,1
Principality of Moldavia,1600,1
Principality of Moldavia,1650,1
Principality of Moldavia,1700,1
Principality of Moldavia,1750,1
Principality of Moldavia,1800,2
Principality of Rostov-Suzdal,1200,1
Ptolemaic Kingdom,-300,5
Ptolemaic Kingdom,-250,6
Ptolemaic Kingdom,-200,6
Ptolemaic Kingdom,-150,6
Ptolemaic Kingdom,-100,7
Ptolemaic Kingdom,-50,8
Qajar Dynasty,1800,4
Qajar Dynasty,1850,6
Qajar Dynasty,1900,9
Qara Qoyunlu,1400,1
Qara Qoyunlu,1450,1
Qing Dynasty,1650,1
Qing Dynasty,1700,3
Qing Dynasty,1750,3
Qing Dynasty,1800,4
Qing Dynasty,1850,12
Qing Dynasty,1900,16
Rashidun Caliphate,650,4
Rattanakosin Kingdom,1850,1
Rattanakosin Kingdom,1900,1
Regency of Algiers,1800,1
Republic of Azerbaijan,2000,1
Republic of Azerbaijan,2015,1
Republic of Baden,1850,1
Republic of Benin,2000,1
Republic of Benin,2015,1
Republic of Brazil,2000,10
Republic of Brazil,2015,10
Republic of Burundi,2000,1
Republic of Burundi,2015,1
Republic of Cabo Verde,2000,3
Republic of Cabo Verde,2015,3
Republic of Cameroon,2000,7
Republic of Cameroon,2015,7
Republic of Chile,1850,2
Republic of Chile,1900,14
Republic of Chile,1950,28
Republic of Chile,2000,28
Republic of Chile,2015,28
Republic of China,1950,12
Republic of China,2000,12
Republic of China,2015,12
Republic of Colombia,1900,3
Republic of Colombia,1950,16
Republic of Colombia,2000,16
Republic of Colombia,2015,16
Republic of Costa Rica,1900,2
Republic of Costa Rica,1950,4
Republic of Costa Rica,2000,4
Republic of Costa Rica,2015,4
Republic of Cuba,1950,8
Republic of Cyprus,2000,1
Republic of Cyprus,2015,1
Republic of Côte d'Ivoire,2000,11
Republic of Côte d'Ivoire,2015,11
Republic of Ecuador,1900,1
Republic of Ecuador,1950,3
Republic of Ecuador,2000,3
Republic of Ecuador,2015,3
Republic of El Salvador,1900,1
Republic of El Salvador,1950,3
Republic of El Salvador,2000,3
Republic of El Salvador,2015,3
Republic of Finland,1950,32
Republic of Finland,2000,32
Republic of Finland,2015,32
Republic of Florence,1300,4
Republic of Florence,1350,11
Republic of Florence,1400,20
Republic of Florence,1450,35
Republic of Florence,1500,44
Republic of Florence,1550,49
Republic of Florence,1600,52
Republic of Florence,1650,53
Republic of Florence,1700,53
Republic of Genoa,1450,1
Republic of Genoa,1500,1
Republic of Genoa,1550,1
Republic of Genoa,1600,1
Republic of Genoa,1650,1
Republic of Genoa,1700,3
Republic of Genoa,1750,9
Republic of Haiti,1950,5
Republic of Haiti,2000,5
Republic of Haiti,2015,5
Republic of Iceland,1950,7
Republic of Iceland,2000,7
Republic of Iceland,2015,7
Republic of India,1950,29
Republic of India,2000,29
Republic of India,2015,29
Republic of Indonesia,1950,2
Republic of Indonesia,2000,2
Republic of Indonesia,2015,2
Republic of Italy,1950,113
Republic of Italy,2000,113
Republic of Italy,2015,113
Republic of Kenya,2000,2
Republic of Kenya,2015,2
Republic of Korea,1950,13
Republic of Korea,2000,13
Republic of Korea,2015,13
Republic of Latvia,2000,3
Republic of Latvia,2015,3
Republic of Liberia,1900,1
Republic of Liberia,1950,1
Republic of Liberia,2000,1
Republic of Liberia,2015,1
Republic of Lithuania,2000,1
Republic of Lithuania,2015,1
Republic of Nicaragua,1850,2
Republic of Nicaragua,1900,5
Republic of Nicaragua,1950,5
Republic of Nicaragua,2000,5
Republic of Nicaragua,2015,5
Republic of Panama,1950,5
Republic of Panama,2000,5
Republic of Panama,2015,5
Republic of Peru,1900,11
Republic of Peru,1950,16
Republic of Peru,2000,16
Republic of Peru,2015,16
Republic of Pisa,1050,1
Republic of Pisa,1100,2
Republic of Pisa,1150,3
Republic of Pisa,1200,3
Republic of Pisa,1250,3
Republic of Pisa,1300,3
Republic of Pisa,1350,3
Republic of Pisa,1400,3
Republic of Poland,2000,23
Republic of Poland,2015,23
Republic of Senegal,2000,6
Republic of Senegal,2015,6
Republic of Singapore,2000,2
Republic of Singapore,2015,2
Republic of Sudan,2000,1
Republic of Sudan,2015,1
Republic of Suriname,2000,2
Republic of Suriname,2015,2
Republic of Trinidad and Tobago,2000,2
Republic of Trinidad and Tobago,2015,2
Republic of Tunisia,2000,1
Republic of Tunisia,2015,1
Republic of Turkey,1950,17
Republic of Turkey,2000,17
Republic of Turkey,2015,17
Republic of Venice,1200,1
Republic of Venice,1250,1
Republic of Venice,1300,1
Republic of Venice,1350,1
Republic of Venice,1400,1
Republic of Venice,1450,5
Republic of Venice,1500,8
Republic of Venice,1550,9
Republic of Venice,1600,9
Republic of Venice,1650,10
Republic of Venice,1700,12
Republic of Venice,1750,17
Republic of Zimbabwe,2000,1
Republic of Zimbabwe,2015,1
Republic of the Philippines,1950,3
Republic of the Philippines,2000,3
Republic of the Philippines,2015,3
Roman Empire,0,30
Roman Empire,50,41
Roman Empire,100,65
Roman Empire,150,77
Roman Empire,200,106
Roman Empire,250,126
Roman Empire,300,151
Roman Empire,350,163
Roman Republic,-300,3
Roman Republic,-250,6
Roman Republic,-200,9
Roman Republic,-150,14
Roman Republic,-100,31
Roman Republic,-50,35
Russian Empire,1750,18
Russian Empire,1800,66
Russian Empire,1850,219
Russian Empire,1900,276
Safavid Dynasty,1550,2
Safavid Dynasty,1600,2
Safavid Dynasty,1650,2
Safavid Dynasty,1700,2
Saint Kitts,2000,1
Saint Kitts,2015,1
Salian Franks,450,3
Salian Franks,500,3
Samanid Empire,900,2
Samanid Empire,950,3
Sasanian Empire,250,1
Sasanian Empire,300,2
Sasanian Empire,350,2
Sasanian Empire,400,2
Sasanian Empire,450,2
Sasanian Empire,500,3
Sasanian Empire,550,5
Sasanian Empire,600,5
Saxe-Altenburg,1850,1
Saxe-Meiningen,1850,1
Scandinavian minor kingdoms,850,1
Scandinavian minor kingdoms,900,2
Scandinavian minor kingdoms,950,2
Scandinavian minor kingdoms,1000,2
Second Athenian League,-350,2
Second Republic of Austria,1950,25
Second Republic of Austria,2000,25
Second Republic of Austria,2015,25
Seleucid Empire,-300,1
Seleucid Empire,-250,2
Seleucid Empire,-200,3
Seleucid Empire,-150,4
Seleucid Empire,-100,4
Serbs,1850,3
Serbs,1900,3
Shirvan,1150,1
Shirvan,1200,1
Shirvan,1350,1
Shirvan,1450,1
Shirvan,1500,1
Sikh Empire,1800,1
Socialist Federal Republic of Yugoslavia,1950,103
Socialist Republic of Romania,1950,16
Sokoto Caliphate,1900,1
South Africa,1950,24
South Africa,2000,24
South Africa,2015,24
Southern Song,1050,1
Southern Song,1100,2
Southern Song,1150,2
Southern Song,1200,2
Southern Song,1250,2
Spanish Empire,1550,3
Spanish Empire,1600,3
Spanish Empire,1650,4
Spanish Empire,1700,5
Spanish Empire,1750,15
Spanish Empire,1800,16
Spanish Empire,1850,21
State of Israel,1950,10
State of Israel,2000,10
State of Israel,2015,10
Sui Dynasty,600,2
Sultanate of Kedah,1900,1
Sultanate of Muscat and Oman,1900,1
Sultanate of Oman,2000,1
Sultanate of Oman,2015,1
Sultanate of Rum,1200,2
Sultanate of Rum,1250,2
Swedish Empire,1650,7
Swedish Empire,1700,13
Swedish Empire,1750,18
Swedish Empire,1800,21
Swiss Confederation,1450,1
Swiss Confederation,1500,2
Swiss Confederation,1550,2
Swiss Confederation,1600,2
Swiss Confederation,1650,2
Swiss Confederation,1700,5
Swiss Confederation,1750,7
Swiss Confederation,1850,28
Swiss Confederation,1900,54
Swiss Confederation,1950,81
Swiss Confederation,2000,81
Swiss Confederation,2015,81
Taifa of Murcia,1150,1
Taifa of Zaragoza,1050,3
Taifa of Zaragoza,1100,3
Tang Dynasty,650,1
Tang Dynasty,700,2
Tang Dynasty,750,3
Tang Dynasty,800,3
Tang Dynasty,850,3
Tang Dynasty,900,3
Teutonic Order,1400,1
Teutonic Order,1450,1
Teutonic Order,1500,1
Third Hellenic Republic,2000,8
Third Hellenic Republic,2015,8
Tibetans,1050,1
Tibetans,1100,1
Tibetans,1150,1
Tibetans,1200,1
Tibetans,1250,1
Timurid Empire,1400,1
Timurid Empire,1450,2
Timurid Empire,1500,3
Togo,2000,2
Togo,2015,2
Tokugawa Shogunate,1800,8
Tokugawa Shogunate,1850,12
Trịnh lords,1750,1
Tsardom of Russia,1550,6
Tsardom of Russia,1600,7
Tsardom of Russia,1650,11
Tsardom of Russia,1700,14
Umayyad Caliphate,700,9
Umayyad Caliphate,750,9
Union of Soviet Socialist Republics,1950,277
United Kingdoms of Sweden and Norway,1850,39
United Kingdoms of Sweden and Norway,1900,46
United Principalities of Moldavia and Wallachia,1900,13
United States of America,1800,84
United States of America,1850,253
United States of America,1900,1099
United States of America,1950,2087
United States of America,2000,2088
United States of America,2015,2088
Vakataka Kingdom,500,1
Vakataka Kingdom,550,1
Venezuela,1850,1
Venezuela,1900,5
Venezuela,1950,12
Venezuela,2000,12
Venezuela,2015,12
Warring States Japan,1500,4
Warring States Japan,1550,6
Warring States Japan,1600,6
West Franks,850,2
West Franks,900,5
West Franks,950,6
Western Chalukya Empire,1100,1
Western Chalukya Empire,1150,1
Western Roman Empire,400,10
Western Roman Empire,450,16
Xu,-400,1
Xu,-350,1
Xu,-325,1
Xu,-320,1
Xu,-300,1
Yuan Dynasty,1300,1
Yuan Dynasty,1350,3
Zhao,-300,1
Zhao,-250,1
Éire,1950,27
Éire,2000,27
Éire,2015,27
